Local Date,State,Outage_status
12/29/2012,ME,1
12/29/2012,ME,1
12/29/2012,ME,1
12/29/2012,ME,1
12/29/2012,ME,1
12/29/2012,ME,1
12/29/2012,ME,1
12/29/2012,ME,1
12/29/2012,ME,1
12/29/2012,ME,1
12/29/2012,ME,1
12/29/2012,ME,1
12/29/2012,ME,1
12/29/2012,ME,1
12/28/2012,ME,1
12/27/2012,ME,1
12/26/2012,ME,1
12/26/2012,ME,1
12/26/2012,ME,1
12/26/2012,ME,1
12/26/2012,ME,1
12/26/2012,ME,1
12/26/2012,ME,1
12/26/2012,ME,0
12/26/2012,ME,1
12/25/2012,ME,0
12/25/2012,ME,1
12/24/2012,ME,1
12/16/2012,ME,1
12/15/2012,ME,1
12/15/2012,ME,0
12/14/2012,ME,1
12/13/2012,ME,1
12/13/2012,ME,1
12/12/2012,ME,1
12/11/2012,ME,1
12/09/2012,ME,1
12/08/2012,ME,1
12/06/2012,ME,0
12/04/2012,ME,0
12/04/2012,ME,0
12/01/2012,ME,1
12/01/2012,ME,0
11/30/2012,ME,0
11/30/2012,ME,1
11/29/2012,ME,1
11/29/2012,ME,0
11/26/2012,ME,0
11/24/2012,ME,1
11/17/2012,ME,1
11/15/2012,ME,1
11/14/2012,ME,1
11/12/2012,ME,1
11/10/2012,ME,0
11/10/2012,ME,1
11/09/2012,ME,0
11/09/2012,ME,0
11/08/2012,ME,0
11/07/2012,ME,0
11/07/2012,ME,0
11/07/2012,ME,0
11/06/2012,ME,0
11/05/2012,ME,1
11/04/2012,ME,0
11/04/2012,ME,0
11/02/2012,ME,0
11/02/2012,ME,1
11/01/2012,ME,1
10/31/2012,ME,1
10/31/2012,ME,0
10/31/2012,ME,1
10/30/2012,ME,1
10/30/2012,ME,1
10/30/2012,ME,0
10/30/2012,ME,0
10/30/2012,ME,1
10/30/2012,ME,1
10/30/2012,ME,0
10/30/2012,ME,0
10/30/2012,ME,0
10/29/2012,ME,1
10/29/2012,ME,0
10/29/2012,ME,0
10/29/2012,ME,1
10/29/2012,ME,0
10/29/2012,ME,0
10/29/2012,ME,1
10/29/2012,ME,1
10/29/2012,ME,1
10/29/2012,ME,0
10/29/2012,ME,0
10/29/2012,ME,1
10/29/2012,ME,1
10/29/2012,ME,1
10/29/2012,ME,1
10/29/2012,ME,1
10/28/2012,ME,1
10/28/2012,ME,0
10/28/2012,ME,1
10/28/2012,ME,1
10/28/2012,ME,0
