Local Date,State,Outage_status
02/20/2011,NY,1
02/20/2011,NY,1
02/20/2011,NY,1
02/20/2011,NY,1
02/20/2011,NY,1
02/20/2011,NY,0
02/20/2011,NY,1
02/20/2011,NY,1
02/20/2011,NY,1
02/20/2011,NY,1
02/20/2011,NY,1
02/20/2011,NY,1
02/20/2011,NY,1
02/20/2011,NY,1
02/20/2011,NY,0
02/20/2011,NY,0
02/20/2011,NY,0
02/20/2011,NY,0
02/20/2011,NY,0
02/20/2011,NY,0
02/20/2011,NY,0
02/20/2011,NY,1
02/20/2011,NY,0
02/20/2011,NY,1
02/20/2011,NY,0
02/19/2011,NY,0
02/19/2011,NY,0
02/19/2011,NY,0
02/19/2011,NY,0
02/19/2011,NY,0
02/19/2011,NY,0
02/19/2011,NY,0
02/19/2011,NY,0
02/19/2011,NY,1
02/19/2011,NY,1
02/19/2011,NY,0
02/19/2011,NY,0
02/19/2011,NY,1
02/19/2011,NY,1
02/19/2011,NY,1
02/19/2011,NY,1
02/19/2011,NY,1
02/19/2011,NY,1
02/19/2011,NY,1
02/19/2011,NY,1
02/19/2011,NY,1
02/18/2011,NY,1
02/18/2011,NY,1
02/18/2011,NY,1
02/18/2011,NY,1
02/18/2011,NY,1
02/18/2011,NY,1
02/18/2011,NY,0
02/18/2011,NY,0
02/18/2011,NY,1
02/18/2011,NY,1
02/18/2011,NY,1
02/18/2011,NY,1
02/18/2011,NY,1
02/18/2011,NY,0
02/18/2011,NY,0
02/18/2011,NY,1
02/18/2011,NY,1
02/18/2011,NY,1
02/18/2011,NY,1
02/17/2011,NY,1
02/17/2011,NY,1
02/17/2011,NY,1
02/17/2011,NY,1
